game, winner
j10i9j8j9l9h9g9g8j11h8f8h6h7h10k10i12m8n7m10l10k8j7l8i8n8, b
j10i9h10h9j9g10g9j12i11i8f11j7k6l8f8e7h12g13h11g11h13h14g12i10i14j15e10, b
j10i9i10k10k8h10h11j9k9g11f12i11k7g9j12h9f9e7f8i8h7g10g8f11e12j7, w
j10i9i10j9l9k10l11h10k9l8k7i11k8g9f8h9f9h7h8i8g6k13j12g11f12g10j7g12g13g8, w
j10i9h10i11i10k10f10g10j9k8j7j8j11k12h8h9g9e11j12j13f11k9k11k7k6l6m5m8l8m10l11m11m9l10n12i7, w
j10i9k9l8j8h6i11j9g13h12i7j6i6i8k7k10h7j7l11g10h9j5j11m11h11k11g11f11k12i10j13i14j12j14n9m10h10h8k13l14g9, b
j10i9k9m7i11h12k7h10f12m9k8k6h11k11m8j12l10j8k10m10l9n7i12j11f9g10l11l12j9i10m12n13i8, b
j10i9k9j8h10i10i11h12j12k13j11j13i13k11k12l13l8m7l12m12h11g11g9f8l6e9l7l5l9l10n9m9m8k10o10p11k6, b
j10i9j9j8k7i7k9i11h10k10l8j6i8n6i10k5h8h11j11m6g10f10h9g8f11e12j7, b
j10i9k9i11i7g9i10l10h10g10g12h11f9g8g7f11g11j7j11j12l13k12m12i12j13k13k11h12l12g13m13n14l14l15n11o10m11l11m14m15m10, b
j10i9j9j12j7j8h10k7l6i10i8i11k6l5h9g10h7h8k10l11g6, b
j10i9j9j7j8k8m10j11k10l10i8h7l11m12i6g8o8n9i7k12h9l13m14n11o10n12n10l12j12o12, w
j10i9j9i10j8j11i7i11i12k12l13g8h9h11g11g5j7j6i8g10h7g7k10l11g6, b
j10i9j9j12h10j7l10g10i8g6k10i10l11m12h7, b
j10i9j8k9j7j9l9i8k8m10i6h5h7i7h9i10i11h8j6j5g6h6g5m8m9l11g9k6l7l8g3g4g8g7f9e10e9d9f8h10f6f7h4i5i3e7j2, b
j10i9i10j9k9k10h9k12j11h12h10l11i8g10g8f7h8f8h7h11h6, b
j10i9h10k9j9i10i8j7h7k10h9h8j11j12i11h12k12l11k8l7h11g11g7g10g12i13f10l10k11l8l9j14k15i7j8k7m7j6k5m9n10i5, w
j10i9i10h10f12h12j9h9h11g12f9j8k7g10j12f11e12e10d9f10d10g11g13i13j14e9, w
j10i9j8k9l9k8k7j9l7i7n7m7l8l6l10l11k10m8i10h10m10, b
j10i9i10k10j9h10j8j7j12j11l7k8l9k11k9l8i11h12m9n9i12m11i13i14h11k14g12f13l14n11l11n10n8k13k12l12j14o9, w
j10i9i10h10j8j9l9k9h9f7k10j11m10l10o12n11m11m12l13l12k12l11k11n13n12o10m8o6k13k14j13i13k8l8j7i6m7m9k6i8l7j5k7i7n7, b
j10i9i10h10j9h11h12j12i11g13i13i12g11f10k10j8k9l8m10l10j14k15k12k11l11j13m12n13i8, b
j10i9j9j8i8k7l6g6h7h10g11k10j12j6h4l8m9h6i6k9k8i7l10g5, w
j10i9k9l8k7l10l7o7j7i7n7m7k8k10j9i10j8j11j6, b
j10i9j8i7i10f10j9j11j7j6k8h11m10l9k10l10l7m6h10g10i8h7h8g8l8, b
j10i9j8j9h9i10k8i11i8l8h8g8k6j7h6h7k9i7k7k10k5, b
j10i9k9m7k7m9h12i11m10k10i12j12l10j8g11k8j14i13h14i8h8m8l8m6m5j9h7i10i7l7, w
j10i9j8i7j7j9k9i11i6h9k8h5m10l9k10k7l10i10n10, b
j10i9j9j11j8i10g8i8i11i6i7k9j7j6g7h7h6g5f8e9g9g10h10j12e7, b
j10i9j9j12j7j8l6k7l8h10g11k9l7l5k8i10l9l10m10n11i6, b
j10i9h10h9i10g10j9j7i8k10j12j11i11g9k13l14l8k9k8j8h11g12l7, b
j10i9i10l10h10g10h9h11i12g8h7h8i8g7g9f8j9k10j12j11i11k13h12k12g13f14k9, b
j10i9j9j8l6l8h10k8i8k10k6m8n8k9k11l9n7l10m11l11l12l7, w
j10i9h10h9k9i11i10g10k10l10j9k8l11i8j7j8l8g8h8f11e12g11g9h11e11j11, w
j10i9i10l10j9l7j11j12j7j8h9k12g10i8h10f10k10, b
j10i9i10g10j9g12k10l10k8l7j8j7i8l8l11m12h7, b
j10i9j8j7k9i11m7i8i10l10i7g10h9l8j11g8g9l9l11l6l7j9h6g5h8j6h7h10h5, b
j10i9i10k10k8l9l7j9k9k7i8l8h9k6g10f11h10f10h12h11i11g13j12k13k12i12j11l13g8, b
j10i9j9j7j12j11h10g10i11g9k13l14h12g13k9l8k12i12k10k11m12l11l12n12i10l10m11j14m9m10o9n10h11h13g12f13k8, b
j10i9k9h12l8m7m9j6l9n9l10l11l6l7n10o11m10k10m11j8m12m13m8, b
j10i9j8j9g9i7i8k9l9k8l7k6k7l6i10l10n7m7g10h10g8g7h9j11f11e12j7, b
j10i9j8i7j6j7i8k7h7h8m7k10j9m8k9l8n7m9n10n8o8l10o7p7g6f5m6l5q10p9o10p10o9o11o6, b
j10i9i10h10j8j9k9i11h9j11m11l10g11k11j12l11h11l9l12k10i8i12h13m8, w
j10i9k9l8j8i11l10m11i7h6j7j9k7h7k10i10k8k11k6, b
j10i9j8j7m7k9k7m9l9i8j9j12l10i10i11l12k6i6i7k10k12h6l7l8n7o7m8n9o6p5j5i4k4k5m6l5l6n6m5m4n4, b
j10i9j8k9i8l8j9j11j7j6k10h7l11m12m10l10g10h9k12j13o8n9h8g8i10h10k8l9h11g12l7, b
j10i9j8j9g9l9k9i7i11l8h12g13h10j12f8e7h11h9h13h14k11j11k10k12i10g10l10, b
j10i9j9j7i8k10j12j11h7m8l9g6i12h12k9i11h11i10m9n9f9g10g8i6d11e10j8h8l10m11k11i13n8, b
j10i9k9h12m7l8l6j8h10n8i10g10k10l10k8k7m9m8k12k11j9l7j11h9j13j12l11i8i14h15m10, b
j10i9k9i11j8i7i8j11h8g8k8l8j9k10j7j6h9g10h11i10h10h12h7, b
j10i9j8k9i8h9j9j11j7j6k8h8m8l8m10l9k10l11l10i10n10, b
j10i9h10k9k10i10i11i8l9j11g9j12i6g8h9h8f8e7j8h12f6k8f9f7e9d9h6g7g6e6j6, b
j10i9h10i10j9j8j11i8i7h8k8i11i12j13g8k7m5l9h7g7h13g14e10f9h12h11g12j12f11i14d9, b
j10i9h10i10j9i11i8j11l11k10i12k12h9h11g11g10k11l9j7l5m8l12l7n9j8j6l8k8m7k7k9n6m9m6l10m11j12i13n8, b
j10i9j8i8i11j7g10k9j9k6l5i6i7k8l9k7k10k5, w
j10i9j8i8j9j11i10k10k8h11j7j6l7m6l9i6m10n11i7k7l10k9l8l11l6, b
j10i9h10i10i7k9h9i11i12j9l7h11g12g11j11h12k10h13l9m8l10l8m10n10j7k8k7h7m7, b
j10i9i10g10h10l10h11h8j9g12l7k8j12j11h12h13i11g9g13f14k9, b
j10i9j8k9j9j11k8j7i8l8h8g8k10h7i10h10h11g12l7, b
j10i9i10h10f12j9f9h9k9h7h8k7j8i8g6j7g10i7g7l7, w
j10i9i10k10j9j8k7j11n7l7l9k9m8m11l10k11l11k12k13k8, w
j10i9k9l8j8j9i11h12l10i7m11n12k10m10h10i10j12g9k11k13i13h14m9, b
j10i9j8k9j7j9l9i6i7g9h9g7l7k7l8l10i8g10k8h8m8, b
j10i9i10h10j9l7j8j7j12j11k8k7i7l8m9l10l9m7n7m8n9k9h11g12n6n8k5l4l6o9o8m6j6g9m5l11l5j5n5o5n3n4m4o2p7q6o6q8l3, b
j10i9j8j9g9i7k9m7i8l8g8h8g10g7g11g12i10h10h9f11j11k12f7, b
j10i9h10k9j9k10k11j12j11i11i10h9j7j8i7l7k8m11h11g12g10f10h7g7i6l9f9e8g8e10j5, b
j10i9j9i10j7j8i8h9g8h8h10i11h7k10g6f5g7g5i7f7k7, b
j10i9i10j9k9h10j8h9l10i7k10m10m11n12l8i11k8i8k11k12k7, b
j10i9i10j9h9h10j8j11m8l9m9k8k10m10n11j7i6k6m6m4l5k7k5m7l7i5o8n7n8p8o7p6l10k11n5m5o4p3o5o6l4l6i7k9j6h8m3, b
j10i9j8j9l9g9h9i7i10h8f10g8g11g7g6k5j6f6e5f8e8f7f5h7e7j7, w
j10i9j9j8h10i10i8i11i13l11k11l12l9l10j12j11l13j13k9k12i14n9m10o12h14g15k8j7k10k7h7g6k14j14i16i15j15h17m12, b
j10i9k9i11j8i8i10l10g10h10j12j11i7l11k11l9l12k10i12j9m12h7, w
j10i9i10g10h9f7j11k12j9j12j7j8l7k8k7m7h7i7k10i8l10h10m10, b
j10i9h10h9k9g10k6i8f11g9f9i7i10i5i6g8g7h8f10f8e8j8, w
j10i9i10h10k7g11f12j9f9f11h9h11e11g8g9i11j11g13k12l13d12f10e9d9e12e10c12b12g12, b
j10i9k9j8l6i11h10i10i8h11k11g11f11i12i13g10f9g12g9f13e14j9, w
j10i9i10k10h10k9j9k8k7j7g10f10j11j12h11h9g12f13g11g13i11f11k11, b
j10i9h10j9k9i11i10g10l10k10i7j8l11l9h7j11m8i12h13h11f9g11f11k11, w
j10i9h10i11i10g10h11j9h7k10k9h13h8h9g12g9f9j7i8g8g7h5f13e14e12f7j8e6d5g6e8j3i4g4i6f5h3f6d6f4f8f3, w
j10i9j8k9i8h9j9j11j7j6k8l8g8h8i6h5h7k10f9e10j5, b
j10i9k9i11i10g10k10l10k12k11j11l13g8h9j12j13i12h12h13g14l9, b
j10i9k9j8i11h12k7l8k8k6h10k10k13j12l7i7j9m6m7n7g12l5k4i8j7i6i10i5, w
j10i9j9i10j8j11g8i7i8h8h7k10g6f5j6j7i6j5h6f6k6, b
j10i9j9j12h10l10i10g10l7k8g12j7l9k11m9i13h14k9k10j8m11i8l8h9f11k6, w
j10i9j9j12i11l8h12g13g11i13h11f11k11j11i10g12h10h9g10f10k10, b
j10i9i10k10k8h10j8j9i8l8k9l10h9g8g10f11j7k6l7l9j11l11l12k7i11g11n10f12e13m12n13j6i5i6h6f9h7f10f13f8, w
j10i9h10j9i10k10h7k9l9k7k8j8g10f10i6j7h9h8g8f7f9e10j5, b
j10i9i10h10j8j11k10m10l11j9m12n13k9k13k8k7l8i8i11h12m7, b
j10i9j8i8j9j11i7j6i10l10h6g5h11k8k10g10f11g12l11g13g11e11h14m12g14f12j14i14h12i13h13h15h10, b
j10i9j9j8l6i10i11k9l10j11l13i8g8k8l8k7k10i7i6k6k5h10g11g5h6j7h9h7g7l7, w
j10i9h10h9k9i10g9i11i8j11g8h8g7g6l11h6k12k10i12h11g11g10n9m10l9m9l12l10j12h12m12, b
j10i9i10h10f12h9h12j8k7f9g9h7h8g8i6i7g13i11e11h14f10d12d10c9e10c10e9g11e12e13e8, b
j10i9j9j11k10i8i10h10j8h11j7j6m10l10k8l9l7m6k7k9i7h7m7, b
j10i9j9j7i8k10j8h8j11j12h7k9k7k12k11k8i6g6g8f9i11l11h12m10j13l9n11l12l10m12i12n12, w
j10i9j9i10i11j11k9l8i8l11l9h9g8k12l13h7n9m9h8f8j8k8j6j7i7l10g9f10k5, b
j10i9j9j11i10j8h10g10g12h11k8l10i11j12k9h12m7l8l7m6k7k10j7i7n7, b
j10i9k9l8k7l10l7l9j7m7i7h7k8k10j9i10j8j11j6, b
j10i9k9i11i7j8g11i10i12l6k7j7n6j6j5k6i6i8l5h9g10g8f7h8f8k8, w
j10i9i10h10j8k9k10l9j9j7j11j12m10l10g8h9i8h7h8f8k8, b
j10i9j9j12j7j8k7h7l7m7k8m6i10h11k10l10k9k11k6, b
j10i9i10h10j9l7j8j7j12j11h11g12l10m7k7m10m9k11l8j6n10o11k8i8k9k6m11n12i7, b
j10i9j9i10i11j11l8k9j8k8k10j6l11m12i8h7k12l9n9m10n11i6j7g8f9h9f7h6g6h8h10h5, w
j10i9i10g10j9j7i8k10l7k8j8k9k11k6k7l6i6j11i12j6m6n7m8m4m10n5m7m9n9l5n3l3o6l4l2k5i7m5j5o5, w
j10i9i10h10j9h11h9j11g11g10h12k10i12j8i11g13i13i14j14k15f10, b
j10i9j8j9g9i7i8k8k9g12i11l8h12g13h10j12f8e7h11h13h8h9g8, b
j10i9j9j8g11l6k7m7k5l8k8k6n6j6i6m6i10h11k10l10g10h10h7i8g8f9g9g12g7, b
j10i9i10h10j8j11h11k8g11m10g12f13g10g13g8g9f11e11f9e8e10d9d11c12h7, b
j10i9h10j9i10k10g10f10h9h12i8j7f11e12h8h7g8j8j11k12f7, b
j10i9i10j9k10l10h9h10l13k12j8k9g8f7m9g11e13l8m11m12m7m10l11n11l12j7j14k13k11l9k8i11j12l7l6n10l14l15m13n14j16k15k14i14j4k5j13j15j11, b
j10i9j8k9j9j11i10j7k8l7h11g12i8l8k10l10l11m12h7, b
j10i9h10k9j9i10i11j12h12j11h13h11g12g13j8f12j15i14h14i8i7h15k12j6h6f7g5f4f5h5e7g16f17h9g8j7k6g10f11e8f9g6d9i4, w
j10i9j9j12i11l8g13h12j8j7i13g12i12i14f13h13f11j15k16h15h14j13k12j14j16j11, w
j10i9j8j7m7k9j9j12k8h8m6l7m8m5l8i8n8, b
j10i9j9i10j7j8k7i8i11i7i6k8l8k9h6j6h8h10l10k11g11h11h7h5k10f9m10n10l9l7l11l12m12n13j13k12j11j12i12h13m8, b
j10i9k9h12j8l8l10m11i7h6k10i10n10m10k7k8j7l7j9j11j6, b
j10i9k9j8i11h12k7h10k10k8l8m7m9n10i5j6l9n9l10l7l11l12k11n8j11h11m11, b
j10i9k9j8k7i11i10k10k8k5m7l7l8n6m9j6m8m10n8o8n10o11n9n11l9j9o9, b
j10i9k9m7j8j9m11l10m8i7i11h12l8k8g9l7i10h10k7h11h9n10f7g8i5j6n8i12k12m6n5h13h14f12g12g11e13f9g10f10f11i13j14e9, w
j10i9h10j9h9h7i8g10i10h11f7g8f9f8j7g9g11d8e8e7h5g6g7d6c5f6c9e6c6h6, w
j10i9j9j11k10h10h7i8j8i6i7l10j7j6g7f7k7, b
j10i9i10g10k10l10k9k7k12k11j11h9l13m14j12j9i12l12h13g14l9, b
j10i9j9j12i11j8h10l8i10g10k10l10h12g13h11g12h13h14h9, b
j10i9h10k9i10k10j9j11j8h13i12k8k11k7k6j7h11g10g12f13h8h9j12h12i11k13i13i14h14g15l10, b
j10i9j9j8g11h10k7i7j12i8i10i6i5g8h8g5h6h7f9g7f7g6g9g4, w
j10i9j8j9h9i8i11h7k10i10k8k9f5l9m9i7i6h11j7g4j4f7j6j5l6k6m7k5m8m6l8n8k7n10i5, b
j10i9i10k10k9m7j8j11i11h12j9m8l9m9m10k8i12i13f10h10j7j6h11m6m5j14k15l6k6n8k5l8o8k7n10i5, w
j10i9i10h10j8j12k9i11g9g11l10i7k10m10m11n12k8k7j9h11j7j11j6, b
j10i9j9j12i11j8h12g13g11l8h11j11f11e11h9h10i13j14f10e9i12i14f9f8g10j13e8, b
j10i9j8j9h9h7i7l10i10k10i8g8k6j7h6g5k8l8k5k7j6h8i6g6l6, b
j10i9h10i11h9i10i8f11j7k6h7h8j9j8k10l11g6, b
j10i9k9m7h12i11h10i7h9h11i10g10k10l10k12j11k11k13k8, b
j10i9j8i7j7j9h9i6i8k6g10f11h8k8h10h11i10f10k10, b
j10i9j9j7i8h7k8j8k7h10k9k6k10k11i10h11l7m6l10m10l8l9i11h12m7, b
j10i9h10i10j9j8i7k7l6i12i11h12j12k13f8g9j13j11k10h9g8i8e9k12l13k6j7k8k5l8h8m8, w
j10i9h10i10i8h9j9g8j11j8j12j13k10h7l11m12i11k11k13l14g9, b
j10i9j9j7j12j11i10k10h10g10i11k13f8g9h12g13h11h9g12f13k8, b
j10i9i10j9h9k9k12j11n9l9m9m8k10h10m10l10l11j13o8, b
j10i9i10j9h9k10k9h10i8k7j8l8g8j11h8f8k8, b
j10i9j8j9g9i10i11i7h11k9l9i6i8h8h10j12h12h13g13f14f8e7g11j11g10g12f11e11h9e12j7, b
j10i9h10i10i11k9j12g9j9j11h9i8k12h12i7h8g7k8j8j7g4l9i6k10m8k7k11k6, w
j10i9h10i11h9i10i8i12i13h13j7k6g10f11h7h8j9k10j8j11j6, b
j10i9h10i10i12i11i8h9k12g8f7j9g9g12h11f8f9g10h13g14g13k9l9e8d8k8h12h14j12l12j13j11i13f13k13, b
j10i9i10k10h10k9k12k8k7j11l9h13l11j13k13k14i12j12i13l10m11j14j15m14l14i11m10h11g11m13f10g10n11o11n9o8m9m8o9p9n10l12n12n13n8, b
j10i9k9j8i11h12g11h10h11j11l6l8k8k7k10k12m9l10i12l9l11j9f11e11g10j13f9e8g8g9i6h7f10f12f7f8h9i8e6i10d5, b
j10i9j8j9l9k8l7l8h9k10i8j7i10g8k9g5i7l10i6g6g7i3i4i5f6e5j6k6j5g2l4k5k4j4l3h7m2, b
j10i9h10h9i10k10g9k13g10f10g12g11j12j9h12i12i11f8g13f14k9, b
j10i9k9l8j8l10l9i11j9j11m9n9i10h10j7j6k8i6h11g12l7, b
j10i9i10g10l10k10j8j11j9l9m8k8k9i7m11n12i11l8i12m10n11j7i6h7k7g7f7h9i8h8h10g9g8f10e11j6, w
j10i9i10g10h9l10f7g8j8g7g9g5j9j11j6j7k8l7h8i7h11g12h10h12h7, b
j10i9h10k9j9i10j11j12i12j8i7m8k7l8k8l9l7j7m7n5n7o7k5j6j5l5k4k6m4j4l6i8h9h7m5m2o3n4n8o9n3n9o8m9, w
j10i9j8i8i10g10k10l10h9j11h11g8k8j9k9k7h12i11h10h13h8, b
j10i9h10i10i7i12i11g9j9j8h9h12h7h8j7g7i8k10g10f11k6, b
j10i9j9j8i8k7l6g11h10k10j11j12h7g6h9h8i10g8g10f10f11e12j7, b
j10i9j9j7j11j12i12h13i10g12k10h10l9m8m10l10l11i8k12j13l13m14h9, b
j10i9h10h9g10i10k9g9f9i11i8f7g8e8e10h7i12h5g6i7g7h8h6f10e11j6, w
j10i9h10j9h9i10h11h12h7h8i7l7j7g7i11k8m6f8f11g11e9i8k9g8e8j8, w
j10i9i10g10l10k10h9f7k12j11l9l7l11l12h11j9k8m10h13h7h12h10h15h14j13i14g13i11i13f13k13, b
j10i9j9i10j8j7j11j12i8i12l8k8l11k10i11k9k11h11m11, b
j10i9h10k9g9i11k10i10i8l11l9m10j9j11k11k12j13l13m14h9, w
j10i9i10k10h10f10k9j9h12i11h9h11h7l11m12j11k11f11g11f9f12i12g10h13g14l9, w
j10i9j9j8h10i11h11i10i8j11l11k10i12j13k12h12j12l9h9l12g10f11h7h8j7k6f9e8f5g6g7i7g9g8f8e9f7f6e7d7d6, b
j10i9k9j8l6i11h10i10i12i8i7g8h8h9f7j11k12g9f9g10j7g11g12g7, w
j10i9j8i8j9j11i11j7i6k6l5m7l8g10h9k7l7l6k5k9k10i10n8h7n5k8m5j5o5, b
j10i9j9j12i11h12j7j8h10k7i12k9i13i14k10i10i8l11h7g6h9k6h8h11h6, b
j10i9h10i11i10g10h9j11h11h12h7h8k10l10j9g12i8l11g6, b
j10i9j9i10j7j8i11k7l6g11h10l8h12g13j12k13j11j13g9f8l11k11h9h11i8g10k10m12h7, b
j10i9h10h9i10g10j9h11j13f9e8g9e9g11g12f11e11e12d13i8, w
j10i9i10k10j11j9h9k12k9h10i8h12g11j8g8f7g10g9f11e12j7, b
j10i9j9j11i11l8j6j8h10k10m8l6m5h13i12l7l5k5j12g9h12g12g13f14k9, b
j10i9h10h9g10i10g9g8f7i11i12i7i8h11j11l9g12j12g11g13h13g14e10f11f10d10e9h12e11e12d12c13h8, b
j10i9j9j12j8j7k8h8l8m8l7i10n5m6l5l6m7k9n7o7n6n4o5p4m5k5p5, b
j10i9h10k9h9h6i10k10g10f10j7i8g8j11f7e6h7g7i6j5f9e10h11h8i12j13e8, b
j10i9j8j7j9j12i8k8l9h7i7k9i6k11k10j11l11m12l10m10l12l13l8, b
j10i9h10j9g9k10k9i11i8g11h11h9h13i13h12h14i10g10j12g14j14e14f14g13g12i12j15i14i15g15j13j16j11, b
j10i9j8i7j6j9i10i8g6i5i6h6j4h9g9l9k9k10l11j7k6h7h8g7f7k7, w
j10i9j9i10i11j11k9h12m7l8i8l11h9l9l10k10i12j8m8l6k7j7l7j5o7n7m9m6n8k11p6, b
j10i9i10h10k7f12g11k9j9k10l7k8j7m7j8j11j6, b
j10i9k9j8i11h12k7k8l8m7i5j6j5i8k5h5i6m5k4h7k6k3i4i3l7m8h3, b
j10i9j8i7j7j9h9i8i6i10i11k9h7k8h11h8g9k6k7l7m6f8g11f11g8g10f9e10j5, b
j10i9k9i11j8j9i8k8f8f9h9h11i10l10g10j7h10f10k10, b
j10i9j9j8h10i8i11i10j12k13j11j13f8g9h11k11h12k9h13h14h9, b
j10i9i10h10f12j8k7k8m10h8i8l8h9l10j7k6m7l7l9m8n8n9o10j5, w
j10i9j8j7m7k9k7j9l9l7k8l6m8l8m10m9k10l10j11i12n7, b
j10i9h10h9k9g9f9g10g13i8f11k6j7i7i10i6i5j6h6h8f10k5, w
j10i9j8j9k9i7m7l8i11i8i6l11k10m10h12g13k12k11i10h10j11l13i12h13j12g12l12, b
j10i9j8i7j9j11j7j6i6l9i8m8k10l11h7g6g8f9h8f8k8, b
j10i9i10g10l10k10j9j11k8h11i12i11k11g11f11g9g12h10f8f12e13j8, w
j10i9j8j7j9j12i10h10g12h11i11h13h12g13f12e12i12f13e13m7l8k9j13m10m8k8l9k7k6l7i7n7, w
j10i9j8j7i7k9h9m10j9j11m8k8l9k10k11k5m13l12i6l10m11l11o10k6k7l13l14k12j13m14n15i10, w
j10i9k9j8l8m7l6k7l7l9l5l4g11h12k5j4m4m5j5k6k4i5k3m6k2k1l3m2n5o6j1, b
j10i9j9i10j7j8k7i6j11i8i7h7g8i11i12j12k8k10k6k5m7l7g9g6g11g10h8f10l5l9f8h10e10k13l14e4f5l10l8k11i13k12k14k9, w
j10i9j9j7i10k8k10l10h10g10j11j12h9g8h7i8h8h11h6, b
j10i9i10k10h10f10g9j12k9m7f8e7h12i11e9g7f9d9h11h9h13h14g10e8g12g11f13e14j9, b
j10i9i10k10j11k12j9j12j8j7k8h11l7m6l8m8i8h8l10l9k9m7m11n12i7, b
j10i9j8j7i8k8l9j9l7k9k10l10i10g9h9j11h8h10h5k5k6m8g8f8e7h7f7e6i11g6d7c7f6l8g5d8h4i3f5e5j5i5h3i4h2h6h1, b
j10i9i10g10l10k10j8k9k11j9l9h9g9i8h7f11e12j7, w
j10i9i10k10j11k12j12j13j8j9l11k9h9k11k13k8, w
j10i9k9i11i7k7l8i10i12j11m7n6k12k11l11l10j12h12h11j13l12m12j8o7n8k5m8k8m10m9o8n9p8, b
j10i9j8k9i8j9l9h8l8g9h9j6i7k6k8m8m10n11l10l11k10i10n10, b
j10i9j9j7i10h10j12j11m10h11g11h7k10l10l11m12k12j13n9o8k9k11h12i12i11g13l8, b
j10i9h10i10i11k9j12g9h9h11j9j11i8k6g6h7g10f11e10f10f8f13f12g12e14k7k8i7h8j7g7l7, w
j10i9h10h9k9g10k6i8f11g9f9i7i10i5i6g8g11h8f8f10e11j6, w
j10i9h10i10i11l8h12g13h11h9h13h14j11k11j12k13j13j14j9, b
j10i9j9j11i11k9k10i8i10h10j7h11k7i7j8j6h8l10i6l9l6l7n4m5k5n8h5g4i3j4k4k6j5l3i5g5l5, b
j10i9j9j12j8j7i8k8i6m12h7k10g6f5g8j5h8f8h6f6h9h10h5, b
j10i9k9m7k7h12h10k10j12g9h9h8f10g10k5j11g8i12l9h13g14h11j13i11k11i10i13i8, w
j10i9k9m7i11h12j12j11k13l14k10h10k11k12l10m9m10i10n10, b
j10i9j9j7i10j8h10k10h11k8g10f10g12f13i12j13h12j12h13h14h9, b
j10i9j8k9j9j7i8h7j11j12k8l8g8h8i10l7h9k12f7, b
j10i9h10h9j9j7i8k10g9j12f8e7g8h8g6g7h7f5g10e10i10f10g12g11h11f13k8, b
j10i9k9i11i7i10i12g9j8l10j9j11j7j6h6g5k7h7m7l7l8n6k8k6i8h8m8, b
j10i9i10j9h9f7h10g10l10k10h12h11i11k9g13f14k12j11j12g9i12g12l12, b
j10i9h10j9k9g9k10i10h9h12h11i7i8g10h8h7k8k7j8g8l8, b
j10i9i10h10j8j9l9g9h9g8g10i8l11h7g6i6j5i7i5h8f10f8e8i11j12e7, w
j10i9j9j11i10h10g11g12j8j7m10i11k8l7m8l8l10k10m11m9k9n12i7, b
