j10i9h10i10i11l8h12g13h11h9h13h14j11k11j12k13, -1
j10i9h10j9h9k10i10h7i8g10h12h11i11g13l8k9k12j11j12g9, -1
j10i9j8j7j9i8j11j12g10i11i10h10g9g12g8h9, -1
j10i9h10i11i10k10f10g10j9h11j13f11g11h9i8f9e8e12d13j12e9h12d8c7j8j7k8l8m6l7g8h8f8c8g7d10h6i5g5i7, -1
j10i9j8i7i10j9h10k10h7h9k9i8i6g9f9g8g10f10h8g6i12h11g7m12l11i11f7e7f8h6f5f6g5e6d6e9e8g11h12, -1
j10i9j9j7j8k8j11j12m10l9i6i8k6l10k11i10i11h11j6l6h6g6i7g5l11m11k5h8m3l4k3k4l8k9i5k7, -1
j10i9k9m7i7j8l8i11i10k7h10k10m5j11m8h11g11l7n7k11l11g10i12k12p5o6n8o8n5o5, -1
j10i9i10k10h10j9g9h9l9g6g10f10l11g7i11j12l8l10, -1
j10i9h10i10i11h12g9j12g12f8f10d12h8i7h9h7g10g11e10d10f11d9, -1
j10i9h10j9k9i10h11h12i11g9i7h9f9g10g8f11i8j8d11e10e12d9c8c10g11j11j5b11e8k12l13d8l8m7i6h7i5i4l5k5l6l7, -1
j10i9j9i10i8j11l11k10g8l13k12i12l9h13g14j13i13h11k14f9g10h10h12g11j8, -1
j10i9i10g10l10k10j8k9k11j9h9g8l9l11i8k6l7l8m7k7k8j6m9n8m10j7, -1
j10i9h10j9i10g10k10l10l8g9h9g8g11h11k9m7h12i11k12k11j11l13i12h13, -1
j10i9i10h10j9j12h11g12i12g11j8j7g9k8j13g10l9f12e13g14g13e12d12f13d11f11f14, -1
j10i9j8j9l9h9g9i8k10i10i11i7i6j7k6l7k7, -1
j10i9i10h10j8j9k10l9k9l10l8m7k8k7, -1
j10i9i10k10k8l9l7j9k9m8j11n7o6m6m7l8k7o8p9n8p8l11i8n9m10, -1
j10i9k9j8l6h10g11m7i11h12h11f11j11k11j13j12i12k14g10f9l9k10i13i14g13g12, -1
j10i9j8i7i10h10h8f8j9j7k8h11, -1
j10i9k9l8j8l10j9j11i11m8l9n8o8m9o7k11j12n10o11m10m11, -1
j10i9h10i11k10i10i12i7i8j11h11l11h9h12g10j13, -1
j10i9k9i11k7h10g9i7j8g11k8k6k10k11l10m10m11n12m8l8j11j9, -1
j10i9j9j11k10l11i10l10l8h11k11k9l12h10j8k13h7i8j7j6h9i6i7g7h6g5m13n14h4h5n12e5f5h8f6g8g6i11j12f8e8g9, -1
j10i9j9j12j7j8k7l7h10i7l10k10i6k8i8k9l5k6h6j5m8i4h3k11k12g6m6h5j3k4i3k3j4k5k2g3g5h4j6m9f4f7, -1
j10i9j8i8j9j7i10l7j11j12l10k10h11g12i11k11k9h12, -1
j10i9h10i11i10k10j11k12g10f10j9j12j7j8h11k8h9h12, -1
