j10i9j9i10i8i11j12j11l11k10i12k12h9j8g11g10l9l6k7k11k13k9k8l10m11h6i7j7m10j6n11o12p11o11m8m9j14l12i13h12o10n9, -1
j10i9k9i11j8i7i10l10j7j9h9g10j11k12i8g8k6l5k8l8, -1
j10i9j8i8j7j9k9k10l11i7i6i11i10j6h7h9g9h10l9k8l7g11h11l4k5k4l8l10m7n6l6l5, -1
j10i9i10h10f12h12h9k12h11j8k7k10k11g8j9k8h8i11j12i13j13j11m8g12g10i12h13j7f10f11e10m10l9j14k15i15i14g9e7j5d10c10, -1
j10i9j9j8h10i11h11i10i8j11h9h12h7h8, -1
j10i9h10h9g10i10g9i7i8g7f7i11g11g12i13j9h11h12j12f12e12m9f9i12e8d7f8f6h8g8f10f11e10d10, -1
j10i9h10i10i11j12g13h12k9k12i12j11l13j13i13i14h15h9g8j15j14g9f9l11m10l8l9i6m9n9n11o12m12o10, -1
j10i9j9j8h10k10k9l8m9k8m8m5l9n9i8p5m6n5o5l6k7m7m10m12l5n4k4j3k5k6n8p2o3n3n2n7n6o4q6p4p3, -1
j10i9j8k9j7j9h9i8h7i6i7k7f7g7i10g8h10g10, -1
j10i9h10j9i10g10l10k10g9h7i8e7f7m9i11j12k9l8h12g13h9g8, -1
j10i9i10l10j8l8j9j11k10l7l9l11j6j7g10h10i7k11i11n11m11n8m9m8o8n9n10, -1
j10i9k9l8k7k8j8j9i7h6l7j7m10l10o7i6h5g6j6e6f6h9i8g9f9g8f7, -1
j10i9j8k9j7j9l9g9h9k8l7i8k10l10i12j11h7i10i7k7g12k6k5h6j6l4j12h12k12l12l11g7j4j5m11e9f8g10g8f10g11e11, -1
j10i9k9h12h10i10i12m7i7k7j7j8h9m5l6m4m6k6l5k4k5h8l8l7j5o7n7l4j4, -1
j10i9j8j7m7i7l7i8i10g10h9f7j11k12j9j12, -1
j10i9i10l10k9l8l7h10k8j9k10k7j8k12h9h12g8f7m9i8g6i12j12l9i6j6j5h7i4k6i5i3g5h5, -1
j10i9j9j7j12j11i11h12k13h10h13g11j8m7j14f12e13f10e9g10e10g12g13, -1
j10i9j9j12j8j7i10k8l10k10l9l8g10h10h11k9k11k7k6j6i5m9n10i7l7g9h8, -1
j10i9j8i7i10j7l7j9l9l10g10h10g9i8h7k6l5l6i6g8o6g11n7m8m6o8k4j3n5o4l3j5, -1
j10i9h10j9g9i10k9i11i12k8h11h8i8h9g8g10j11l9l7i6j7h7k6h6h5g6f6f5l5m4h13g14h12h14j12g12j14j13l12k12j5m8, -1
j10i9h10j9k9h9i10k10f9f10m7l8h12i11h7l11m12l9l10j11k11, -1
j10i9i10j9k9h9g10h10h12i11g9f12g11g12k10k11l10m10g7g8i7j8f10e9, -1
j10i9j8i8i10j7h9j9h7h10i7k10k9h6g8f7j11k12l11m11f9e10i6j5i11l8h12g13h11k11g11f11g10e8, -1
j10i9j8j7i7k9j9k10k11k7k8l8j11j12h11i10, -1
j10i9i10l10h10g10h9g8h7h8g7j8i8k9i7f7j9g6k7j7i4e8d9f8d8f9f6, -1
j10i9j8j7k9i11i8l8l10m11i7h6h8g8k10m10j9l11i10h10k8h11, -1
j10i9h10i10j9i11i12j11l11i8i7l13k12h11g11j13k13j12k14k11j15j7k15k16i15h15m15l15j14l12i13h12i14i16, -1
j10i9j9j11i11l8i8j8k9k8h10k10m8h12i12m9k7g9i10g6i13i14g12g10g8j12e8j13h11f13h7h8e10f9f11e11, -1
j10i9j9j11k10l11h10i10i11h9g8l13k12k9l14g9k11k13i13m13n13e9f9l10j8i6l8i8i7j7k6g10f11l9l12, -1
j10i9h10i10j9i11i12j8i8j11g8h11k11k10k12j12g11g10e8j13m13m15k13l12j14k14i13h12l16l13l14k15j15l15o15m12k16h13n12n11o10m16, -1
j10i9h10i10j9j12i11h12i12j8j11k11i13i8k10l9l10i6i7k8j7, -1
j10i9h10j9i10k10h9h7i8g10h12h11i11g13l8k9k12j11j12i12, -1
j10i9i10k10k9m7i11h12j9j12g12h11j8j7h10g10i12l10i13i14m9k7l7i7k8m6m8l8n9l9, -1
j10i9j9j12i10j8h10g10h11k8h8h9k10l10i8h7g12f13l11m12f11m9k11m11k9, -1
j10i9j9j11j8j7k8h11h8i8i11g10h9i10h6h7k9l8, -1
j10i9h10j9i10k10g9f10f8i11i8l9k9e7g8h8g7g10g5g6i5h6f7h9f5f6, -1
j10i9k9h12l8m7m9j6l9n9l10l7l12l11k11n8k10k12, -1
j10i9j9j8g11i10i8l6k7h7k6j7i11k9k4k5j5j4m7l7j11h11m11i7h6l4j6, -1
j10i9j9i10j11j8i12j12g11m8g14h13i11h11g13g12, -1
j10i9h10i10i8j9h11g9h9h8h12h13i11k9f11g11, -1
j10i9k9l8i7l10i11l11l9j9k10m8k11k12j8l12h12g13i12l13l14o8n8m12n12n9m10o10p11, -1
j10i9h10i10i12i7i8j9g9l9k9i11h11h12g10j13f9e8h9j7h7h8g8i6, -1
j10i9k9j8l6h10g11i11g9g8i8h7f9i6h9j5k4j6j7k6g10f11e9d9g12g13e8h11c6d7e6e7d8f10c8b8c7c9b6a5, -1
j10i9h10k9i10g10h9k12h11h8g8f7h12h13j9k8l10k10k11j12l12f13j7j8k6g13e13i8l8g12g11j15i14i7j13h6g5i5i6j6g9k5, -1
j10i9h10j9k9i10i7k8l7l8m8j7j5k6h9h11g12h8i6j8i8k4m5i11k5l5n7m7f11l9m4i12i13i4g10e12e10d9f10d10g11g9, -1
j10i9k9m7h12i11i7j8i10f12f10k7h10g10k10l10h11h13h8h9, -1
j10i9i10g10h10j9k10l10h9l9k12j11h12h11k9i11, -1
j10i9h10i11i10k10h9h11k11j11g10f10g11f11g12g13g8g9f9i12h13f12e11h7i8i14h8f8j7k6h14f7k8j8i13j12l12h5h12l9m8f13, -1
j10i9j9j7j8j12i7g5l10k9k10m10i10h10k8h11i8l11, -1
j10i9i10h10g11j8g8l6k7l10l8k9m11m9h9f7j9n8k11j11g10g9g12h11g13g14i8f11j7k6h7i7, -1
j10i9k9h12h10j12i10g10l10k10l8m7j8i7m11n12k8m8l7l9, -1
j10i9h10i11h9i8i10g10l10k10j11g8k12l13h12h11j12j13, -1
j10i9j9j8h10i10i8j11k10h7k7k12h9h11l11m12k9k8m7l8j7l7, -1
j10i9k9l8i7k7m9h10j8h6l10m11j9j7j12j11, -1
j10i9j9j12h10j8l10h12g12i10l8k9k10l11n10m10i8k12n9i12l12i14j13i11i13j11h9, -1
j10i9h10h9k9j9k10i10i11h12k8k11l8m7k6k7m8j8n8o8l7n9l9l10, -1
j10i9j9j8l6i10i11g11h10g13g9f8j12k13j11j13l8k9l11k11k10m12l9m8l10, -1
